"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Irlanda","IRL","Población rural","SP.RUR.TOTL","1550525","1542320","1542726","1545765","1547278","1547038","1541550","1515224","1488213","1462952","1440890","1428135","1439133","1451878","1465401","1478867","1490313","1499473","1509580","1518390","1524395","1531958","1540933","1546244","1550204","1547026","1542349","1538049","1527078","1516615","1513504","1517141","1519699","1519482","1517620","1517554","1521461","1527757","1534680","1542842","1554223","1569733","1586580","1601606","1619883","1644123","1677897","1718227","1744592","1753285","1753744","1752249","1750490","1750530","1754105","1761447","1771980","1781281","1792632","1805612","",
"Irán, República Islámica del","IRN","Población rural","SP.RUR.TOTL","14516617","14749597","14984588","15222143","15461987","15704601","15950660","16170435","16371736","16569829","16762732","16951113","17138709","17331920","17535960","17756883","17991671","18282040","18624101","19009186","19443779","19925485","20442654","20982337","21528183","22066156","22594201","23182080","23748382","24234615","24615127","24879851","24891723","24774015","24611907","24432061","24240822","24084609","23933143","23770259","23596864","23417996","23234786","23044627","22844249","22632301","22408897","22211325","22027075","21844635","21667002","21494867","21336234","21189322","21047445","20911896","20782121","20657372","20533504","20404283","",
"Iraq","IRQ","Población rural","SP.RUR.TOTL","4162526","4153902","4145767","4139155","4134767","4133369","4163977","4210201","4258062","4304978","4348639","4388068","4423347","4455588","4485119","4512706","4538064","4560619","4606953","4660313","4707540","4749299","4785951","4816866","4840874","4858543","4869024","4874357","4971736","5117349","5276946","5452349","5642830","5847265","6063839","6290623","6527340","6773833","6990780","7195875","7402679","7613473","7827625","8037499","8233074","8408906","8558600","8687934","8820303","8987475","9189378","9442499","9748139","10081401","10406862","10699780","10948776","11161438","11348289","11526415","",
"Islandia","ISL","Población rural","SP.RUR.TOTL","34588","34368","34110","33824","33533","33227","32905","32553","32123","31557","30870","30360","30053","29760","29419","29059","28616","28111","27620","27190","26783","26461","26192","25921","25582","25179","24765","24446","24240","23960","23571","23377","23203","22978","22718","22387","22059","21799","21592","21450","21369","21281","21098","20877","20696","20662","20782","20943","20965","20667","20437","20458","20526","20614","20733","20841","21015","21384","21823","22157","",
"Israel","ISR","Población rural","SP.RUR.TOTL","489438","481028","487171","487647","489258","488508","482947","485865","477855","472346","470041","466826","461151","465705","465216","461484","457418","453431","448778","446180","442751","437534","431841","426592","427587","430581","432651","434978","437537","440279","449271","471986","483355","491062","498490","506480","515524","524715","532971","542736","553243","562318","569619","575782","581761","587811","593922","600185","606484","616589","623153","629651","636004","642262","648712","655408","661802","667787","673494","678959","",
"Italia","ITA","Población rural","SP.RUR.TOTL","20400656","20287312","20171158","20063620","19972523","19884509","19781807","19667348","19532729","19385021","19229471","19060905","19012262","19031041","19045214","19047865","19031129","19000219","18956292","18899110","18826343","18737650","18723830","18741940","18757445","18774185","18786528","18799765","18820178","18845634","18872760","18897182","18889575","18867028","18836766","18802959","18774128","18749929","18721181","18690180","18664484","18640786","18611507","18626218","18678509","18702115","18689801","18715453","18770433","18787007","18774936","18737779","18645458","18685173","18679287","18483353","18276159","18073840","17861881","17646804","",
"Jamaica","JAM","Población rural","SP.RUR.TOTL","1078585","1081453","1085719","1090592","1094865","1097837","1099203","1099375","1098905","1098773","1100552","1107184","1114714","1122493","1129604","1135425","1139556","1142376","1144666","1147630","1151953","1158085","1165887","1180939","1194236","1204563","1211434","1215441","1217739","1219998","1223408","1228058","1233084","1238911","1245113","1251273","1257442","1263664","1269608","1274899","1279194","1282439","1285807","1288690","1290976","1292980","1294626","1295973","1297161","1298471","1300034","1301905","1303629","1305001","1305772","1305787","1304959","1303343","1300904","1297685","",
"Jordania","JOR","Población rural","SP.RUR.TOTL","458349","463501","472836","487666","508052","536784","575119","621142","670633","717604","757881","790468","816780","838220","857002","874914","892075","908446","925412","944741","950508","949861","951533","954282","956407","957132","955397","951878","948700","948583","952414","960619","971109","979803","981746","1000047","1030816","1055430","1075562","1094006","1113118","1133049","1154112","1178750","1209741","1182820","1140190","1102743","1069230","1038952","1010225","983026","955937","926596","892005","902935","906816","904867","898132","888646","",
"Japón","JPN","Población rural","SP.RUR.TOTL","33973610","33977251","33403202","32854120","32309971","31775063","31230278","30705009","29998947","29814645","29344944","28891218","28456270","27862766","27568041","27183510","27128192","27324843","27506581","27672073","27823311","27914341","27974100","28034213","28080611","28121192","28143622","28127325","28093091","28054443","27994720","27915684","27814873","27714241","27640124","27576510","27484192","27389665","27304928","27196540","27082249","25442515","23389981","21461733","19624090","17916330","16470152","15173239","13955025","12818785","11767072","11416765","11297719","11182024","11067921","10958283","10849141","10732418","10608200","10482515","",
"Kazajstán","KAZ","Población rural","SP.RUR.TOTL","5543685","5718465","5884470","6036900","6170350","6270652","6345814","6397715","6432206","6457574","6487304","6525332","6561135","6592440","6615978","6664865","6704153","6735812","6763358","6779771","6785229","6794037","6804311","6815941","6828188","6891295","6955929","7020220","7075378","7091769","7149634","7209962","7219557","7208806","7120283","6971642","6863299","6752659","6633632","6564752","6534209","6512260","6501681","6512707","6547162","6594562","6653506","6718746","6834254","6959341","7046642","7136154","7225133","7317451","7413562","7509900","7604467","7695637","7780651","7860906","",
"Kenya","KEN","Población rural","SP.RUR.TOTL","7522280","7743923","7974792","8210837","8455548","8710102","8974468","9249313","9535969","9835974","10137915","10450616","10775749","11113273","11462420","11822714","12192845","12573050","12963342","13364761","13858905","14388090","14937534","15504982","16086997","16681047","17285830","17900890","18524239","19154242","19751187","20342469","20934030","21524481","22112357","22696972","23277817","23856688","24435739","25018950","25606167","26200343","26801918","27414268","28041395","28686449","29349304","30028062","30719409","31419530","32123625","32828861","33534260","34233688","34921779","35593713","36246743","36881645","37501479","38112450","",
"Kirguistán","KGZ","Población rural","SP.RUR.TOTL","1429786","1477366","1520350","1564609","1609094","1650746","1694347","1736857","1779165","1817529","1850944","1885643","1922312","1958604","1997464","2035164","2071277","2106520","2140347","2178193","2220107","2263929","2310954","2361437","2411445","2458943","2507933","2558171","2605832","2667850","2732336","2790196","2835536","2849225","2861083","2902740","2959121","3015793","3075814","3131739","3169363","3199678","3229232","3263368","3303149","3340718","3376879","3409340","3441997","3483856","3524464","3565079","3620962","3688170","3756020","3825700","3894285","3958480","4024399","4093812","",
"Camboya","KHM","Población rural","SP.RUR.TOTL","5133824","5268462","5405513","5534493","5656390","5766800","5860681","5877093","5878686","5877497","5879223","5803319","5708936","5567337","5344525","7187578","7047778","6822855","6569189","6364240","6031215","5889781","6018082","6214595","6433009","6640120","6827151","7004523","7180395","7369295","7580251","7813508","8061547","8316888","8569428","8811454","9040808","9258073","9471235","9691029","9896066","10085225","10259307","10421591","10576653","10728321","10877455","11024271","11166629","11284749","11407692","11536729","11671090","11808443","11944814","12077540","12205949","12330451","12449295","12561921","",
"Kiribati","KIR","Población rural","SP.RUR.TOTL","34490","35085","35678","36254","36810","37317","37781","38202","38571","38770","38830","38804","38712","38560","38598","38797","39000","39210","39413","39732","40156","40551","40927","41341","41860","42524","43346","44306","45319","46271","47069","47699","48183","48580","48974","49425","49404","49113","48821","48505","48141","48528","49334","50181","51103","52117","52804","53219","53621","53950","54150","54212","54161","54024","53850","53669","53505","53355","53224","53117","",
"Saint Kitts y Nevis","KNA","Población rural","SP.RUR.TOTL","37046","36723","36232","35600","34851","34026","33110","32131","31144","30246","29556","29222","29031","28943","28876","28764","28600","28394","28160","27921","27700","27602","27509","27399","27273","27116","26913","26681","26468","26337","26326","26460","26741","27115","27508","27891","28233","28569","28895","29242","29633","30063","30509","30967","31421","31846","32240","32605","32952","33308","33660","34025","34387","34744","35094","35419","35732","36023","36300","36562","",
"Corea, República de","KOR","Población rural","SP.RUR.TOTL","18081445","18414469","18702026","18972268","19204966","19418425","19619691","19593877","19475621","19318970","19117521","18986144","18866224","18712057","18532955","18334334","18024996","17668459","17289379","16897538","16499970","16106161","15706552","15288478","14828582","14332610","13732808","13084611","12445873","11822906","11212890","10836049","10578257","10321655","10065774","9812686","9714056","9693908","9653050","9610494","9579783","9502455","9386489","9266208","9134717","8988830","8947521","8942697","8960824","8956768","8951455","9027046","9110771","9188649","9283086","9369405","9443539","9500413","9568386","9602379","",
"Kuwait","KWT","Población rural","SP.RUR.TOTL","67545","72778","78737","85176","91812","97839","100887","103422","105245","106227","106747","108264","109113","109564","109844","108466","100496","92933","85685","78698","71431","62323","54064","46773","40461","36389","38167","40097","41796","42693","42452","40870","","","","30576","27250","25192","23713","22210","20451","1935","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"América Latina y el Caribe (excluido altos ingresos)","LAC","Población rural","SP.RUR.TOTL","105094602","106358902","107589734","108791847","109937378","111161451","112327910","113435704","114474341","115451127","116365376","117170694","117914515","118653036","119345556","119975399","120553177","121062081","121512243","121920142","122292933","122732303","123207924","123628400","123973792","124232434","124437467","124579979","124648001","124660098","124632052","124648742","124680174","124705530","124620823","124472958","124348470","124095594","123775478","123435444","123009825","122929494","122909114","122823217","122742904","122633580","122482724","122293292","122083900","121864889","121603992","121327375","121034539","120733338","120410338","120067673","119709259","119329407","118918275","118463626","",
"República Democrática Popular Lao","LAO","Población rural","SP.RUR.TOTL","1952371","1996282","2041325","2087618","2135241","2184291","2234304","2279888","2326889","2376629","2429667","2487282","2548376","2609930","2666834","2713432","2747828","2772586","2793557","2819017","2854884","2902960","2961417","3028747","3102020","3178821","3258533","3341611","3427098","3513962","3601092","3688105","3774309","3858115","3937666","4004261","4048394","4084695","4113675","4136395","4153710","4165757","4172450","4175453","4176331","4188025","4223905","4261577","4299570","4336316","4370416","4401403","4429712","4456460","4482698","4509299","4536331","4563416","4589697","4613903","",
"Líbano","LBN","Población rural","SP.RUR.TOTL","1040675","1043459","1044435","1042622","1036801","1026624","1011389","991985","970507","949779","931035","916666","904754","891712","874174","850564","820802","786792","750618","715011","681613","651196","623154","596784","571060","545728","520094","495013","472503","469956","473154","482900","497780","514284","527827","535608","536473","531971","525588","528997","537989","554031","575471","598311","617140","628366","630096","624474","617415","616693","627355","651125","684797","722175","754808","776997","787483","788202","781257","770719","",
"Liberia","LBR","Población rural","SP.RUR.TOTL","910229","921941","933680","945528","957538","969835","982401","995232","1008394","1022048","1036190","1050830","1065920","1081545","1097651","1114203","1130508","1146391","1162774","1180956","1201356","1224921","1249932","1271490","1270508","1236534","1188086","1129048","1062887","993941","925400","856858","900350","948638","1013489","1104935","1232250","1318863","1418701","1512163","1585707","1634319","1663087","1681274","1702470","1736141","1784590","1843745","1908991","1972985","2030782","2081317","2126432","2167288","2206040","2244165","2281744","2318339","2354022","2388948","",
"Libia","LBY","Población rural","SP.RUR.TOTL","1052666","1075660","1099697","1125052","1152067","1149771","1141767","1130351","1115210","1096467","1073782","1047407","1017299","983775","983374","984388","983151","979991","975206","969400","962814","955758","947623","937831","925439","951013","978477","1004417","1029199","1053274","1077088","1100752","1124026","1146653","1168083","1188008","1206264","1222487","1237197","1251239","1265159","1279054","1292671","1305765","1317961","1329042","1339087","1348091","1355221","1359475","1360263","1357131","1350682","1342697","1335455","1330517","1328297","1328188","1328901","1328855","",
"Santa Lucía","LCA","Población rural","SP.RUR.TOTL","70448","71034","71736","72542","73422","74350","75333","76359","77390","78329","79148","79817","80350","80837","81360","82001","82784","83691","84658","85629","86552","87408","88216","89026","89934","90993","92220","93578","94992","96327","97513","98596","100127","101581","103060","104623","106320","108105","109918","111641","113199","114722","117426","120051","122765","125692","128885","132294","135786","139132","141966","143156","144055","144742","145343","145961","146615","147276","147916","148510","",
"América Latina y el Caribe","LCN","Población rural","SP.RUR.TOTL","111086069","112347419","113577964","114778060","115911802","117114684","118249943","119317099","120310918","121242982","122119263","122905879","123632743","124356257","125031755","125639764","126186271","126660629","127075073","127445407","127754792","128061340","128419621","128767184","129048232","129252076","129410058","129513538","129550726","129540537","129506259","129537448","129578791","129590605","129490434","129324182","129178662","128900709","128552077","128181292","127727678","127641955","127623147","127567021","127516391","127437175","127316130","127156785","126977410","126788549","126557877","126308088","126042108","125767892","125471553","125156760","124827164","124474916","124084560","123651334","",
"Países menos desarrollados: clasificación de las Naciones Unidas","LDC","Población rural","SP.RUR.TOTL","217201141","221648032","226185257","230852048","235678565","240689826","245905541","251232801","256646596","262035089","267378313","272530645","277556016","282587860","287723910","294963433","300466769","306095035","311835621","317790214","323594204","329769115","336725562","343761255","350844734","358052669","365463045","373065564","380863656","389023941","397380267","406151517","415295757","424676447","434374441","444118896","453786247","463345981","472977069","482765911","492753594","502654567","512565273","522500780","532434279","542199358","551913368","561924852","571250553","580616500","590103650","599729467","609620345","619653220","629773960","639957356","650191716","660464809","670738441","680989312","",
"Países de ingreso bajo","LIC","Población rural","SP.RUR.TOTL","124062154","126326958","128638448","131016669","133494360","136091396","138813757","141642268","144459596","147234168","150061506","153264668","156523634","159849350","163278583","166780899","170442336","174170785","177972888","181859564","185744175","189569776","193434346","197292544","201190329","205193524","209403089","213813995","218422934","223330730","228449358","233925375","239686917","245696663","252074559","258498211","264916263","271286650","277790077","284499568","291468129","298627586","306048912","313726597","321627297","329574331","337616988","346163293","354132150","362109842","370075263","378314126","386672637","395060163","403503798","411738644","420088981","428534984","437077170","445737361","",
"Liechtenstein","LIE","Población rural","SP.RUR.TOTL","13122","13461","13814","14195","14593","15018","15463","15938","16420","16892","17342","17738","18085","18424","18769","19143","19548","19973","20406","20804","21150","21466","21748","21994","22235","22480","22742","23010","23291","23594","23916","24254","24607","24984","25386","25790","26241","26739","27238","27718","28163","28532","28829","29100","29355","29597","29835","30065","30301","30540","30788","31063","31355","31640","31895","32111","32272","32389","32474","32555","",
"Sri Lanka","LKA","Población rural","SP.RUR.TOTL","8252001","8433914","8617878","8804836","9003960","9209759","9422398","9640410","9860219","10077339","10288499","10491839","10688354","10880452","11072127","11265877","11462832","11661588","11859346","12052331","12238116","12420477","12608682","12792947","12977443","13165389","13357303","13551173","13744584","13933279","14114441","14288112","14454800","14610702","14751884","14875635","14979993","15067267","15146671","15229986","15326278","15438591","15564707","15699502","15835620","15967669","16093973","16216506","16335508","16452578","16568833","16683868","16708467","16838942","16992664","17141717","17320519","17501735","17666251","17750912","",
"Países de ingreso mediano bajo","LMC","Población rural","SP.RUR.TOTL","702506346","716179878","729946625","744067789","758500496","773186893","788228841","803616713","819264301","835197360","851448131","867705676","883644437","899851851","916328996","935115809","952355393","969950319","987833949","1006345135","1025210797","1044887577","1066368636","1088226457","1110228484","1132263561","1154312230","1176419194","1198529228","1220652646","1243295832","1266087627","1289052757","1311815128","1334296787","1356779468","1379150386","1401307485","1423211379","1444827702","1466025853","1485856135","1504276751","1522248324","1539818494","1557014123","1573977276","1590646059","1606960194","1622909399","1638583896","1653704134","1668192150","1682344321","1696041994","1709317539","1722155745","1734442534","1746130438","1757173285","",
"Ingreso mediano y bajo","LMY","Población rural","SP.RUR.TOTL","1721955023","1733087440","1754458935","1785270459","1815778519","1852609580","1892140891","1930935401","1970618833","2011830635","2054012926","2096746106","2137501521","2176738261","2214067463","2251697674","2286895325","2321212118","2352704918","2381818736","2410623291","2439778141","2471732823","2505094680","2537229903","2569517423","2602687790","2636759930","2670640711","2703987629","2737133730","2768350551","2797976812","2826274207","2853721162","2880151363","2905734243","2930341527","2953707745","2975650357","2996021370","3012691433","3025969073","3038037736","3049148818","3059392581","3069358010","3079236823","3087928676","3096032586","3103492628","3111963199","3120406997","3128540462","3136104037","3142823645","3149118358","3154848795","3159512473","3163250727","",
"Lesotho","LSO","Población rural","SP.RUR.TOTL","807865","819116","830338","841497","852601","863592","875256","890824","906938","923465","940356","957468","975051","993638","1013558","1035171","1059691","1090055","1121842","1154293","1186796","1219214","1251609","1283776","1315531","1346780","1375773","1398537","1420581","1442827","1465785","1489400","1513053","1536090","1557575","1576691","1594417","1612832","1627216","1635215","1635431","1627228","1611745","1591730","1570872","1551999","1535835","1523890","1514272","1506668","1500717","1496629","1497057","1499055","1501885","1504980","1508173","1511463","1514630","1517760","",
"avanzada del dividendo demográfico","LTE","Población rural","SP.RUR.TOTL","809187686","802550633","805953872","818343430","829980094","847455079","867120659","885688792","904713069","924817749","945420565","966503733","986069748","1003808280","1019271152","1032749614","1045236951","1056322490","1064160606","1068922358","1073058578","1077275349","1082736138","1089362570","1094750998","1100339857","1106719090","1113790448","1120571208","1126763717","1132168086","1135042612","1136133473","1136207235","1135518899","1134016050","1131721733","1128677594","1124625647","1119317725","1112478891","1102408016","1090113663","1077009198","1063238601","1049012226","1034761719","1020201955","1005353591","990262204","974669584","960065989","945785619","931577219","917288360","902826380","888399187","873959859","859032827","843707619","",
"Lituania","LTU","Población rural","SP.RUR.TOTL","1682134","1681622","1676921","1668810","1660120","1650640","1640440","1629241","1616181","1599338","1583816","1566663","1543567","1518073","1491226","1463127","1434155","1404686","1374043","1346871","1325756","1306374","1288491","1271886","1255379","1239243","1224239","1210036","1195932","1192151","1198728","1202992","1203869","1200385","1194240","1187261","1180429","1173860","1167517","1161377","1155337","1148181","1142134","1136002","1126390","1108561","1088684","1073533","1060278","1048760","1029629","1007121","990028","976451","964514","951939","936019","918778","905487","898175","",
"Luxemburgo","LUX","Población rural","SP.RUR.TOTL","95585","95285","94804","94141","93543","92959","91981","90646","89252","88081","86916","85893","84820","83663","82666","81492","79841","77959","76112","74338","72677","71423","71274","71088","70956","70888","71000","71258","71568","72060","72754","73027","72443","72114","70584","69903","71143","72233","72653","71252","68866","66922","65592","64389","63322","62340","61400","60436","59615","58848","58061","57505","57082","56651","56277","55941","55524","55298","54831","54417","",
"Letonia","LVA","Población rural","SP.RUR.TOTL","999681","997488","993516","989320","984866","978152","967696","957354","948617","938535","926845","916502","907433","898564","889963","880351","869146","857673","845721","834833","826475","820323","816982","814647","812604","810798","811634","815633","819593","821422","818919","816352","814314","799772","783926","776580","770339","763915","760337","759695","756030","749063","742721","736722","726462","716416","710606","706304","700357","689318","674553","661805","653077","645557","638967","633204","626640","620063","613959","608174","",
"Región Administrativa Especial de Macao, China","MAC","Población rural","SP.RUR.TOTL","7905","7964","7830","7788","7781","7769","7750","7721","7654","7521","7307","6945","6475","5993","5526","5096","4698","4334","4012","3743","3526","3273","2790","2390","2056","1766","1519","1307","1119","958","815","690","583","492","412","347","79","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Isla de San Martín (parte francesa)","MAF","Población rural","SP.RUR.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Marruecos","MAR","Población rural","SP.RUR.TOTL","8709245","8916600","9121244","9320869","9512860","9696148","9869814","10034753","10191735","10341971","10486780","10626111","10740275","10851552","10965231","11084519","11209578","11339823","11474363","11612190","11752128","11894618","12037687","12177611","12307618","12424234","12524742","12610167","12682529","12746270","12802883","12853251","12895813","12928778","12947970","13040382","13138043","13225053","13302424","13372097","13436570","13496559","13552139","13605715","13659056","13652010","13632304","13613227","13596781","13585188","13578402","13577914","13581975","13587424","13589406","13585013","13572801","13553627","13527860","13496743","",
"Mónaco","MCO","Población rural","SP.RUR.TOTL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"República de Moldova","MDA","Población rural","SP.RUR.TOTL","1564956","1585907","1604469","1620083","1633372","1643816","1651414","1656230","1658311","1659438","1661160","1664514","1667564","1669302","1669145","1665636","1659856","1650967","1640983","1632134","1626302","1621473","1617014","1612507","1607419","1600964","1593092","1584330","1573348","1571493","1580688","1586876","1590532","1591181","1589238","1585566","1585164","1591142","1602325","1611589","1620097","1628148","1636023","1643032","1650523","1652722","1649027","1646101","1643860","1642674","1641921","1641859","1642530","1642976","1642861","1630138","1610940","1582645","1553729","1525350","",
"Madagascar","MDG","Población rural","SP.RUR.TOTL","4556698","4650490","4747188","4846779","4949357","5055047","5164152","5279473","5398423","5521593","5649046","5776205","5907128","6041877","6180078","6321825","6471008","6623759","6779889","6939372","7101899","7267866","7437075","7608842","7782249","7956904","8132418","8309614","8489530","8674500","8865299","9062330","9265243","9474780","9729871","9999286","10279926","10571355","10871726","11178706","11490691","11806900","12127383","12452040","12780594","13053180","13324750","13595115","13863555","14130778","14396229","14659783","14921523","15182440","15443355","15705385","15968251","16231667","16495131","16758458","",
"Maldivas","MDV","Población rural","SP.RUR.TOTL","79823","81957","84192","86484","88747","90949","93158","95294","97236","99412","101932","103981","106260","108628","110855","112811","114424","115766","117569","120158","123056","126300","129810","133492","137222","141222","146079","150955","155814","160637","165494","170530","175514","180379","184984","188983","191775","194243","196630","199308","201988","203681","205807","208089","210135","211740","213541","217190","221149","226101","232482","240286","249199","258977","269248","279641","290282","300919","310408","317308","",
"Oriente Medio y Norte de África","MEA","Población rural","SP.RUR.TOTL","68467236","69506873","70572514","71626736","72670599","73686271","74762542","75958865","77124992","78279082","79408841","80542061","81641738","82757149","83936040","85196281","86523060","87987449","89561351","91252147","93035213","94919273","96902038","98941151","100988173","103041578","105055143","107222911","109495202","111748078","114548211","116639312","118427323","120143674","121788532","123503333","125117918","126618525","127973008","129272548","130558935","131822749","133095825","134389828","135723419","136992955","138295825","139722085","141212665","142696519","144114778","145751585","147362588","148927241","150455315","151716461","152975206","154207324","155449644","156748434","",
"México","MEX","Población rural","SP.RUR.TOTL","18601507","18863468","19121717","19377438","19631925","19886179","20137476","20385099","20626693","20862642","21101548","21347848","21585027","21809333","22014633","22198598","22358911","22497995","22615771","22716204","22809155","22994746","23167964","23325870","23467921","23592872","23699541","23789328","23863372","23923232","23991787","24100878","24199052","24285143","24355751","24411766","24525617","24666034","24795979","24916148","24999903","25029404","25050040","25067242","25086719","25114753","25151866","25196552","25241502","25281882","25311524","25324582","25325354","25311374","25283002","25242938","25188375","25121419","25041300","24948670","",
"Islas Marshall","MHL","Población rural","SP.RUR.TOTL","9445","9488","9583","9704","9823","9910","9969","10003","9816","9642","9485","9356","9230","9092","9544","10069","10576","11069","11579","12129","12751","13132","13460","13817","14193","14588","14994","15406","15771","16168","16519","16752","16877","16911","16874","16789","16647","16454","16259","16109","15947","15889","15911","15967","15996","15949","15818","15624","15384","15135","14899","14677","14464","14265","14075","13894","13725","13566","13417","13277","",
" Ingreso mediano","MIC","Población rural","SP.RUR.TOTL","1597892869","1606760482","1625820487","1654253790","1682284159","1716518184","1753327134","1789293133","1826159237","1864596467","1903951420","1943481438","1980977887","2016888911","2050788880","2084916775","2116452989","2147041333","2174732030","2199959172","2224879116","2250208365","2278298477","2307802136","2336039574","2364323899","2393284701","2422945935","2452217777","2480656899","2508684372","2534425176","2558289895","2580577544","2601646603","2621653152","2640817980","2659054877","2675917668","2691150789","2704553241","2714063847","2719920161","2724311139","2727521521","2729818250","2731741022","2733073530","2733796526","2733922744","2733417365","2733649073","2733734360","2733480299","2732600239","2731085001","2729029377","2726313811","2722435303","2717513366","",
"Macedonia del Norte","MKD","Población rural","SP.RUR.TOTL","982222","976749","970128","963288","956439","949807","943498","937354","930456","921787","910665","900272","898064","894986","892413","891246","891764","893511","895469","896390","895348","892968","891004","887543","883037","877899","872191","865922","858969","851206","842628","832523","820043","807678","796764","801492","808112","816396","825648","834921","843473","851068","857886","864061","869905","874957","879245","882680","885327","887266","888576","889263","889347","888785","887542","885627","883006","879685","875613","870719","",
"Malí","MLI","Población rural","SP.RUR.TOTL","4681248","4717603","4753793","4790252","4827561","4866410","4906692","4948758","4993543","5042514","5096547","5156165","5220913","5289356","5359283","5429297","5498307","5565610","5632913","5703763","5779587","5862300","5950390","6038245","6118333","6186174","6239182","6282968","6334400","6397004","6479224","6584503","6709792","6849550","6994719","7139490","7282262","7426023","7568597","7700590","7842471","7994382","8154358","8322341","8497551","8679686","8868445","9062934","9258083","9448766","9631736","9805377","9971367","10133445","10296683","10464836","10638588","10816422","10997144","11178343","",
"Malta","MLT","Población rural","SP.RUR.TOTL","32234","32301","32364","32423","32491","32438","32264","32083","31769","31373","31176","31154","31104","31051","31003","31207","31339","31434","31738","32033","32345","32555","33232","33677","33654","34224","34530","34352","34222","34143","34068","34576","34516","34446","34350","34172","33504","32568","31621","30677","29771","28923","28094","27263","26456","25664","25194","24985","24853","24744","24572","24389","24315","24370","24566","24861","25136","25525","26112","26826","",
"Myanmar","MMR","Población rural","SP.RUR.TOTL","17557798","17865698","18178562","18498509","18828840","19171929","19528001","19895823","20272902","20656367","21043541","21433573","21825840","22249369","22764059","23288309","23819880","24358899","24904795","25458584","26019718","26588407","27160548","27718441","28224608","28717893","29197231","29662007","30105927","30520465","30900955","31242547","31549821","31837677","32127164","32432745","32759942","33103121","33449900","33784691","34093702","34376109","34636069","34871842","35082983","35270378","35431679","35569169","35696199","35831024","35984772","36165094","36366965","36578275","36779548","36951315","37088161","37195915","37284905","37371327","",
"Oriente Medio y Norte de África (excluido altos ingresos)","MNA","Población rural","SP.RUR.TOTL","64547083","65538671","66536532","67540564","68550573","69540569","70604988","71785283","72947406","74091021","75201258","76307972","77378752","78451101","79590340","80790811","82059184","83464588","84976742","86597081","88304212","90107175","92005062","93965188","95942677","97942306","99920856","101999160","104196566","106386859","109130455","111160880","112947939","114587236","116133234","117717204","119255720","120695800","121992513","123224777","124427932","125610900","126773269","127935066","129118327","130216958","131320168","132524032","133785111","135046360","136269340","137753819","139252236","140729664","142190654","143400432","144623748","145834583","147068532","148369906","",
"Montenegro","MNE","Población rural","SP.RUR.TOTL","390288","395358","400855","405629","408167","407556","403326","396175","387702","380103","374810","372314","372001","372962","373826","373677","372261","369941","367085","364260","361814","359882","358165","356180","353296","349163","343624","336948","329588","322174","315089","308622","302931","297354","291529","285272","278544","271535","264406","257441","250788","245634","240467","235306","232295","230563","228771","227018","225348","223773","222127","220302","218427","216571","214705","212741","210706","208638","206498","204336","",
"Mongolia","MNG","Población rural","SP.RUR.TOTL","614590","612074","609525","614422","627677","640870","653802","666595","679394","691466","702689","714236","725941","737623","748945","759712","769847","779495","788689","798649","809616","820350","830767","841232","852244","864078","876928","890300","902757","918965","938462","953993","966004","975524","984004","992630","1001684","1011046","1020733","1030735","1027701","1010855","994314","978173","962533","947561","933087","919146","905873","893583","882144","887541","903056","919378","936042","952604","968957","985106","1000359","1014541","",
"Mariana","MNP","Población rural","SP.RUR.TOTL","4868","4842","4773","4684","4607","4546","4511","4491","4299","4101","3890","3678","3468","3255","3080","2902","2704","2502","2328","2213","2198","2339","2532","2768","3041","3337","3665","4012","4328","4556","4698","4808","4805","4746","4721","4790","4916","5114","5346","5542","5658","5695","5657","5564","5451","5339","5232","5127","5028","4947","4885","4846","4829","4826","4826","4821","4808","4791","4768","4744","",
"Mozambique","MOZ","Población rural","SP.RUR.TOTL","6691412","6824419","6963324","7107722","7256036","7407333","7561678","7719369","7880324","8044388","8211597","8374203","8532694","8696377","8871093","9060358","9264100","9477937","9694508","9904560","10099893","10239180","10357084","10440195","10466242","10425185","10305638","10124870","9931854","9790786","9740469","9931116","10219202","10565663","10914467","11226157","11489443","11718247","11981284","12257169","12558110","12887066","13236798","13601942","13973624","14345952","14717711","15092430","15408276","15722255","16041474","16366221","16696263","17033667","17380937","17739553","18110056","18491502","18880955","19273930","",
